desc,municipio,aglomeracion_urbana,estado
Tasa de alfabetización,96.55,96.58,Gómez Palacio
Promedio de años de escolaridad,79.29,76.95,Gómez Palacio
Seguridad y protección,50.34,52.07,Gómez Palacio
Tasa de homicidios,50.34,52.07,Gómez Palacio
Espacio público,41.37,54.03,Gómez Palacio
Accesibilidad al espacio público abierto,67.07,90.63,Gómez Palacio
Áreas verdes per cápita,15.66,17.44,Gómez Palacio
EQUIDAD E INCLUSIÓN SOCIAL,68.25,69.97,Gómez Palacio
Equidad económica,47.15,47.36,Gómez Palacio
Coeﬁciente de Gini,53.63,52.87,Gómez Palacio
Tasa de pobreza,40.67,41.85,Gómez Palacio
Inclusión social,72.95,74.06,Gómez Palacio
Viviendas en barrios precarios,91.21,92.96,Gómez Palacio
Desempleo juvenil,54.68,55.16,Gómez Palacio
Inclusión de género,84.64,88.49,Gómez Palacio
Inscripción equitativa en educación a nivel secundario,84.64,88.49,Gómez Palacio
SOSTENIBILIDAD AMBIENTAL,33.98,41.36,Gómez Palacio
Calidad del aire,32.03,48.69,Gómez Palacio
Número de estaciones de monitoreo,50.0,100.0,Gómez Palacio
Concentraciones de material particulado,0.0,0.0,Gómez Palacio
Concentración de CO2,46.08,46.08,Gómez Palacio
Manejo de residuos,69.9,75.38,Gómez Palacio
Recolección de residuos sólidos,84.22,90.01,Gómez Palacio
Tratamiento de aguas residuales,55.58,60.76,Gómez Palacio
Energía,0.0,0.0,Gómez Palacio
Proporción de generación de energía renovable,0.0,0.0,Gómez Palacio
GOBERNANZA Y LEGISLACIÓN URBANA,35.08,35.21,Gómez Palacio
Participación y rendición de cuentas,50.12,52.72,Gómez Palacio
Participación electoral,50.12,52.72,Gómez Palacio
Capacidad institucional y ﬁnanzas municipales,55.13,52.9,Gómez Palacio
Recaudación de ingresos propios,39.9,49.09,Gómez Palacio
Deuda subnacional,32.48,14.27,Gómez Palacio
Eﬁciencia del gasto local,93.0,95.33,Gómez Palacio
Gobernanza de la urbanización,0.0,0.0,Gómez Palacio
Eﬁciencia en el uso de suelo,0.0,0.0,Gómez Palacio
PRODUCTIVIDAD,60.75,59.9,Apaseo el Grande
Crecimiento económico,52.64,52.56,Apaseo el Grande
Producto urbano per cápita,48.8,46.67,Apaseo el Grande
Relación de dependencia de la tercera edad,56.48,58.45,Apaseo el Grande
Aglomeración económica,69.47,69.67,Apaseo el Grande
Densidad económica,69.47,69.67,Apaseo el Grande
Empleo,60.14,64.8,Apaseo el Grande
Tasa de desempleo,73.06,75.92,Apaseo el Grande
Relación empleo-población,47.23,53.67,Apaseo el Grande
INFRAESTRUCTURA DE DESARROLLO,49.69,56.87,Apaseo el Grande
Infraestructura de vivienda,71.0,78.06,Apaseo el Grande
Vivienda durable,68.39,84.76,Apaseo el Grande
Acceso a agua mejorada,93.75,94.7,Apaseo el Grande
Espacio habitable suﬁciente,100.0,100.0,Apaseo el Grande
Densidad poblacional,21.88,32.76,Apaseo el Grande
Infraestructura social,37.73,51.14,Apaseo el Grande
Densidad de médicos,37.73,51.14,Apaseo el Grande
Infraestructura de comunicaciones,25.5,31.33,Apaseo el Grande
Acceso a Internet,7.56,19.23,Apaseo el Grande
Velocidad de banda ancha promedio,43.44,43.44,Apaseo el Grande
Movilidad urbana,42.38,45.95,Apaseo el Grande
Longitud de transporte masivo,0.0,0.0,Apaseo el Grande
Fatalidades de tránsito,84.77,91.9,Apaseo el Grande
Forma urbana,71.85,77.86,Apaseo el Grande
Densidad de la interconexión vial,100.0,100.0,Apaseo el Grande
Densidad vial,61.77,69.46,Apaseo el Grande
Superﬁcie destinada a vías,53.78,64.11,Apaseo el Grande
CALIDAD DE VIDA,57.21,60.38,Apaseo el Grande
Salud,65.86,63.69,Apaseo el Grande
Esperanza de vida al nacer,71.6,71.6,Apaseo el Grande
Tasa de mortalidad de menores de 5 años,60.11,55.78,Apaseo el Grande
Educación,70.77,74.99,Apaseo el Grande
Tasa de alfabetización,87.53,91.89,Apaseo el Grande
Promedio de años de escolaridad,54.0,58.09,Apaseo el Grande
Seguridad y protección,47.32,51.48,Apaseo el Grande
Tasa de homicidios,47.32,51.48,Apaseo el Grande
Espacio público,44.88,51.37,Apaseo el Grande
Accesibilidad al espacio público abierto,41.18,74.82,Apaseo el Grande
Áreas verdes per cápita,48.58,27.92,Apaseo el Grande
EQUIDAD E INCLUSIÓN SOCIAL,65.19,71.3,Apaseo el Grande
Equidad económica,49.97,49.49,Apaseo el Grande
Coeﬁciente de Gini,64.08,58.66,Apaseo el Grande
Tasa de pobreza,35.85,40.32,Apaseo el Grande
Inclusión social,69.81,78.82,Apaseo el Grande
Viviendas en barrios precarios,73.45,88.62,Apaseo el Grande
Desempleo juvenil,66.17,69.02,Apaseo el Grande
Inclusión de género,75.79,85.58,Apaseo el Grande
Inscripción equitativa en educación a nivel secundario,75.79,85.58,Apaseo el Grande
SOSTENIBILIDAD AMBIENTAL,26.4,36.95,Apaseo el Grande
Calidad del aire,23.04,44.53,Apaseo el Grande
Número de estaciones de monitoreo,,87.5,Apaseo el Grande
Concentraciones de material particulado,0.0,0.0,Apaseo el Grande
Concentración de CO2,46.08,46.08,Apaseo el Grande
Manejo de residuos,56.16,66.33,Apaseo el Grande
Recolección de residuos sólidos,92.21,91.95,Apaseo el Grande
Tratamiento de aguas residuales,20.12,40.72,Apaseo el Grande
Energía,0.0,0.0,Apaseo el Grande
Proporción de generación de energía renovable,0.0,0.0,Apaseo el Grande
GOBERNANZA Y LEGISLACIÓN URBANA,41.32,40.6,Apaseo el Grande
Participación y rendición de cuentas,37.32,37.64,Apaseo el Grande
Participación electoral,37.32,37.64,Apaseo el Grande
Capacidad institucional y ﬁnanzas municipales,39.77,37.31,Apaseo el Grande
Recaudación de ingresos propios,19.16,23.55,Apaseo el Grande
Deuda subnacional,7.81,1.0,Apaseo el Grande
Eﬁciencia del gasto local,92.34,87.37,Apaseo el Grande
Gobernanza de la urbanización,46.86,46.86,Apaseo el Grande
Eﬁciencia en el uso de suelo,46.86,46.86,Apaseo el Grande
PRODUCTIVIDAD,62.35,59.9,Celaya
Crecimiento económico,51.82,52.56,Celaya
Producto urbano per cápita,43.49,46.67,Celaya
Relación de dependencia de la tercera edad,60.15,58.45,Celaya
Aglomeración económica,68.12,69.67,Celaya
Densidad económica,68.12,69.67,Celaya
Empleo,67.1,64.8,Celaya
Tasa de desempleo,76.46,75.92,Celaya
Relación empleo-población,57.75,53.67,Celaya
INFRAESTRUCTURA DE DESARROLLO,58.82,56.87,Celaya
Infraestructura de vivienda,79.65,78.06,Celaya
Vivienda durable,87.85,84.76,Celaya
Acceso a agua mejorada,95.3,94.7,Celaya
Espacio habitable suﬁciente,100.0,100.0,Celaya
Densidad poblacional,35.44,32.76,Celaya
Infraestructura social,55.67,51.14,Celaya
Densidad de médicos,55.67,51.14,Celaya
Infraestructura de comunicaciones,33.42,31.33,Celaya
Acceso a Internet,23.39,19.23,Celaya
Velocidad de banda ancha promedio,43.44,43.44,Celaya
Movilidad urbana,46.23,45.95,Celaya
Longitud de transporte masivo,0.0,0.0,Celaya
Fatalidades de tránsito,92.45,91.9,Celaya
Forma urbana,79.12,77.86,Celaya
Densidad de la interconexión vial,100.0,100.0,Celaya
Densidad vial,69.23,69.46,Celaya
Superﬁcie destinada a vías,68.13,64.11,Celaya
CALIDAD DE VIDA,64.06,60.38,Celaya
Salud,64.42,63.69,Celaya
Esperanza de vida al nacer,71.6,71.6,Celaya
Tasa de mortalidad de menores de 5 años,57.23,55.78,Celaya
Educación,82.68,74.99,Celaya
Tasa de alfabetización,93.15,91.89,Celaya
Promedio de años de escolaridad,72.21,58.09,Celaya
Seguridad y protección,54.14,51.48,Celaya
Tasa de homicidios,54.14,51.48,Celaya
Espacio público,54.98,51.37,Celaya
Accesibilidad al espacio público abierto,86.89,74.82,Celaya
Áreas verdes per cápita,23.07,27.92,Celaya
EQUIDAD E INCLUSIÓN SOCIAL,68.8,71.3,Celaya
Equidad económica,40.62,49.49,Celaya
Coeﬁciente de Gini,39.16,58.66,Celaya
Tasa de pobreza,42.08,40.32,Celaya
Inclusión social,81.13,78.82,Celaya
Viviendas en barrios precarios,92.08,88.62,Celaya
Desempleo juvenil,70.18,69.02,Celaya
Inclusión de género,84.65,85.58,Celaya
Inscripción equitativa en educación a nivel secundario,84.65,85.58,Celaya
SOSTENIBILIDAD AMBIENTAL,37.03,36.95,Celaya
Calidad del aire,40.36,44.53,Celaya
Número de estaciones de monitoreo,75.0,87.5,Celaya
Concentraciones de material particulado,0.0,0.0,Celaya
Concentración de CO2,46.08,46.08,Celaya
Manejo de residuos,70.73,66.33,Celaya
Recolección de residuos sólidos,90.63,91.95,Celaya
Tratamiento de aguas residuales,50.83,40.72,Celaya
Energía,0.0,0.0,Celaya
Proporción de generación de energía renovable,0.0,0.0,Celaya
GOBERNANZA Y LEGISLACIÓN URBANA,39.1,40.6,Celaya
Participación y rendición de cuentas,34.43,37.64,Celaya
Participación electoral,34.43,37.64,Celaya
Capacidad institucional y ﬁnanzas municipales,36.01,37.31,Celaya
Recaudación de ingresos propios,27.91,23.55,Celaya
Deuda subnacional,0.12,1.0,Celaya
Eﬁciencia del gasto local,80.0,87.37,Celaya
Gobernanza de la urbanización,46.86,46.86,Celaya
Eﬁciencia en el uso de suelo,46.86,46.86,Celaya
PRODUCTIVIDAD,56.1,,Guanajuato
Crecimiento económico,42.04,,Guanajuato
Producto urbano per cápita,23.22,,Guanajuato
Relación de dependencia de la tercera edad,60.85,,Guanajuato
Aglomeración económica,63.1,,Guanajuato
Densidad económica,63.1,,Guanajuato
Empleo,63.18,,Guanajuato
Tasa de desempleo,74.94,,Guanajuato
Relación empleo-población,51.41,,Guanajuato
INFRAESTRUCTURA DE DESARROLLO,70.11,,Guanajuato
Infraestructura de vivienda,85.25,,Guanajuato
Vivienda durable,95.68,,Guanajuato
Acceso a agua mejorada,92.6,,Guanajuato
Espacio habitable suﬁciente,100.0,,Guanajuato
Densidad poblacional,52.71,,Guanajuato
Infraestructura social,62.51,,Guanajuato
Densidad de médicos,62.51,,Guanajuato
Infraestructura de comunicaciones,34.1,,Guanajuato
Acceso a Internet,24.76,,Guanajuato
Velocidad de banda ancha promedio,43.44,,Guanajuato
Movilidad urbana,100.0,,Guanajuato
Longitud de transporte masivo,,,Guanajuato
Fatalidades de tránsito,100.0,,Guanajuato
Forma urbana,68.71,,Guanajuato
Densidad de la interconexión vial,68.28,,Guanajuato
Densidad vial,82.46,,Guanajuato
Superﬁcie destinada a vías,55.4,,Guanajuato
CALIDAD DE VIDA,72.93,,Guanajuato
Salud,64.91,,Guanajuato
Esperanza de vida al nacer,71.6,,Guanajuato
Tasa de mortalidad de menores de 5 años,58.22,,Guanajuato
Educación,84.1,,Guanajuato
Tasa de alfabetización,93.4,,Guanajuato
Promedio de años de escolaridad,74.79,,Guanajuato
Seguridad y protección,53.96,,Guanajuato
Tasa de homicidios,53.96,,Guanajuato
Espacio público,88.74,,Guanajuato
Accesibilidad al espacio público abierto,100.0,,Guanajuato
Áreas verdes per cápita,77.48,,Guanajuato
EQUIDAD E INCLUSIÓN SOCIAL,66.32,,Guanajuato
Equidad económica,40.76,,Guanajuato
Coeﬁciente de Gini,37.75,,Guanajuato
Tasa de pobreza,43.78,,Guanajuato
Inclusión social,77.89,,Guanajuato
Viviendas en barrios precarios,90.75,,Guanajuato
Desempleo juvenil,65.02,,Guanajuato
Inclusión de género,80.32,,Guanajuato
Inscripción equitativa en educación a nivel secundario,80.32,,Guanajuato
SOSTENIBILIDAD AMBIENTAL,32.64,,Guanajuato
Calidad del aire,47.03,,Guanajuato
Número de estaciones de monitoreo,0.0,,Guanajuato
Concentraciones de material particulado,95.0,,Guanajuato
Concentración de CO2,46.08,,Guanajuato
Manejo de residuos,50.91,,Guanajuato
Recolección de residuos sólidos,38.11,,Guanajuato
Tratamiento de aguas residuales,63.71,,Guanajuato
Energía,0.0,,Guanajuato
Proporción de generación de energía renovable,0.0,,Guanajuato
GOBERNANZA Y LEGISLACIÓN URBANA,32.07,,Guanajuato
Participación y rendición de cuentas,31.07,,Guanajuato
Participación electoral,31.07,,Guanajuato
Capacidad institucional y ﬁnanzas municipales,37.13,,Guanajuato
Recaudación de ingresos propios,21.93,,Guanajuato
Deuda subnacional,12.46,,Guanajuato
Eﬁciencia del gasto local,77.0,,Guanajuato
Gobernanza de la urbanización,28.0,,Guanajuato
Eﬁciencia en el uso de suelo,28.0,,Guanajuato
PRODUCTIVIDAD,60.99,,Irapuato
Crecimiento económico,50.47,,Irapuato
Producto urbano per cápita,43.04,,Irapuato
Relación de dependencia de la tercera edad,57.91,,Irapuato
Aglomeración económica,68.57,,Irapuato
Densidad económica,68.57,,Irapuato
Empleo,63.93,,Irapuato
Tasa de desempleo,75.87,,Irapuato
Relación empleo-población,51.99,,Irapuato
INFRAESTRUCTURA DE DESARROLLO,57.51,,Irapuato
Infraestructura de vivienda,81.36,,Irapuato
Vivienda durable,95.32,,Irapuato
Acceso a agua mejorada,94.42,,Irapuato
Espacio habitable suﬁciente,100.0,,Irapuato
Densidad poblacional,35.7,,Irapuato
Infraestructura social,52.06,,Irapuato
Densidad de médicos,52.06,,Irapuato
Infraestructura de comunicaciones,31.34,,Irapuato
Acceso a Internet,19.25,,Irapuato
Velocidad de banda ancha promedio,43.44,,Irapuato
Movilidad urbana,47.77,,Irapuato
Longitud de transporte masivo,0.0,,Irapuato
Fatalidades de tránsito,95.54,,Irapuato
Forma urbana,75.02,,Irapuato
Densidad de la interconexión vial,100.0,,Irapuato
Densidad vial,62.04,,Irapuato
Superﬁcie destinada a vías,63.01,,Irapuato
CALIDAD DE VIDA,59.95,,Irapuato
Salud,64.83,,Irapuato
Esperanza de vida al nacer,71.6,,Irapuato
Tasa de mortalidad de menores de 5 años,58.05,,Irapuato
Educación,82.8,,Irapuato
Tasa de alfabetización,92.24,,Irapuato
Promedio de años de escolaridad,73.36,,Irapuato
Seguridad y protección,51.66,,Irapuato
Tasa de homicidios,51.66,,Irapuato
Espacio público,40.51,,Irapuato
Accesibilidad al espacio público abierto,51.07,,Irapuato
Áreas verdes per cápita,29.94,,Irapuato
EQUIDAD E INCLUSIÓN SOCIAL,71.15,,Irapuato
Equidad económica,41.83,,Irapuato
Coeﬁciente de Gini,43.62,,Irapuato
Tasa de pobreza,40.05,,Irapuato
Inclusión social,78.93,,Irapuato
Viviendas en barrios precarios,91.18,,Irapuato
Desempleo juvenil,66.67,,Irapuato
Inclusión de género,92.67,,Irapuato
Inscripción equitativa en educación a nivel secundario,92.67,,Irapuato
SOSTENIBILIDAD AMBIENTAL,47.92,,Irapuato
Calidad del aire,51.19,,Irapuato
Número de estaciones de monitoreo,37.5,,Irapuato
Concentraciones de material particulado,70.0,,Irapuato
Concentración de CO2,46.08,,Irapuato
Manejo de residuos,92.56,,Irapuato
Recolección de residuos sólidos,89.89,,Irapuato
Tratamiento de aguas residuales,95.24,,Irapuato
Energía,0.0,,Irapuato
Proporción de generación de energía renovable,0.0,,Irapuato
GOBERNANZA Y LEGISLACIÓN URBANA,29.67,,Irapuato
Participación y rendición de cuentas,34.71,,Irapuato
Participación electoral,34.71,,Irapuato
Capacidad institucional y ﬁnanzas municipales,54.3,,Irapuato
Recaudación de ingresos propios,35.65,,Irapuato
Deuda subnacional,42.24,,Irapuato
Eﬁciencia del gasto local,85.0,,Irapuato
Gobernanza de la urbanización,0.0,,Irapuato
Eﬁciencia en el uso de suelo,0.0,,Irapuato
PRODUCTIVIDAD,65.52,63.44,León
Crecimiento económico,54.13,55.49,León
Producto urbano per cápita,42.7,46.03,León
Relación de dependencia de la tercera edad,65.57,64.95,León
Aglomeración económica,70.23,71.77,León
Densidad económica,70.23,71.77,León
Empleo,72.19,71.01,León
Tasa de desempleo,78.65,78.09,León
Relación empleo-población,65.72,63.93,León
INFRAESTRUCTURA DE DESARROLLO,66.76,65.2,León
Infraestructura de vivienda,83.72,82.84,León
Vivienda durable,98.22,97.72,León
Acceso a agua mejorada,87.94,87.6,León
Espacio habitable suﬁciente,100.0,100.0,León
Densidad poblacional,48.7,46.03,León
Infraestructura social,64.23,62.72,León
Densidad de médicos,64.23,62.72,León
Infraestructura de comunicaciones,32.11,31.48,León
Acceso a Internet,20.78,19.51,León
Velocidad de banda ancha promedio,43.44,43.44,León
Movilidad urbana,72.99,70.37,León
Longitud de transporte masivo,49.09,43.75,León
Fatalidades de tránsito,96.89,96.99,León
Forma urbana,80.77,78.61,León
Densidad de la interconexión vial,100.0,100.0,León
Densidad vial,70.65,66.84,León
Superﬁcie destinada a vías,71.65,68.98,León
CALIDAD DE VIDA,67.53,65.78,León
Salud,68.05,67.89,León
Esperanza de vida al nacer,71.6,71.6,León
Tasa de mortalidad de menores de 5 años,64.5,64.17,León
Educación,78.53,76.94,León
Tasa de alfabetización,93.49,93.03,León
Promedio de años de escolaridad,63.57,60.86,León
Seguridad y protección,53.06,52.27,León
Tasa de homicidios,53.06,52.27,León
Espacio público,70.46,66.0,León
Accesibilidad al espacio público abierto,96.96,91.54,León
Áreas verdes per cápita,43.97,40.47,León
EQUIDAD E INCLUSIÓN SOCIAL,71.37,70.85,León
Equidad económica,46.7,45.94,León
Coeﬁciente de Gini,47.86,47.95,León
Tasa de pobreza,45.54,43.93,León
Inclusión social,84.86,83.66,León
Viviendas en barrios precarios,93.83,92.19,León
Desempleo juvenil,75.89,75.13,León
Inclusión de género,82.55,82.95,León
Inscripción equitativa en educación a nivel secundario,82.55,82.95,León
SOSTENIBILIDAD AMBIENTAL,46.39,49.16,León
Calidad del aire,46.19,54.94,León
Número de estaciones de monitoreo,30.0,40.0,León
Concentraciones de material particulado,62.5,78.75,León
Concentración de CO2,46.08,46.08,León
Manejo de residuos,92.97,92.53,León
Recolección de residuos sólidos,93.88,93.1,León
Tratamiento de aguas residuales,92.06,91.96,León
Energía,0.0,0.0,León
Proporción de generación de energía renovable,0.0,0.0,León
GOBERNANZA Y LEGISLACIÓN URBANA,31.34,30.69,León
Participación y rendición de cuentas,35.28,35.32,León
Participación electoral,35.28,35.32,León
Capacidad institucional y ﬁnanzas municipales,58.75,56.75,León
Recaudación de ingresos propios,16.69,16.77,León
Deuda subnacional,59.55,55.08,León
Eﬁciencia del gasto local,100.0,98.41,León
Gobernanza de la urbanización,0.0,0.0,León
Eﬁciencia en el uso de suelo,0.0,0.0,León
PRODUCTIVIDAD,70.84,65.22,Azcapotzalco
Crecimiento económico,56.98,56.05,Azcapotzalco
Producto urbano per cápita,73.49,55.35,Azcapotzalco
Relación de dependencia de la tercera edad,40.47,56.75,Azcapotzalco
Aglomeración económica,90.92,81.64,Azcapotzalco
Densidad económica,90.92,81.64,Azcapotzalco
Empleo,64.61,67.15,Azcapotzalco
Tasa de desempleo,74.8,76.56,Azcapotzalco
Relación empleo-población,54.41,57.74,Azcapotzalco
INFRAESTRUCTURA DE DESARROLLO,78.33,66.91,Azcapotzalco
Infraestructura de vivienda,93.36,90.98,Azcapotzalco
Vivienda durable,92.27,87.54,Azcapotzalco
Acceso a agua mejorada,99.87,93.92,Azcapotzalco
Espacio habitable suﬁciente,100.0,100.0,Azcapotzalco
Densidad poblacional,81.31,82.46,Azcapotzalco
Infraestructura social,100.0,69.56,Azcapotzalco
Densidad de médicos,100.0,69.56,Azcapotzalco
Infraestructura de comunicaciones,43.15,37.34,Azcapotzalco
Acceso a Internet,42.86,31.24,Azcapotzalco
Velocidad de banda ancha promedio,43.44,43.44,Azcapotzalco
Movilidad urbana,77.27,56.31,Azcapotzalco
Longitud de transporte masivo,56.9,22.43,Azcapotzalco
Fatalidades de tránsito,97.65,90.2,Azcapotzalco
Forma urbana,77.84,80.37,Azcapotzalco
Densidad de la interconexión vial,100.0,100.0,Azcapotzalco
Densidad vial,59.68,76.9,Azcapotzalco
Superﬁcie destinada a vías,73.85,64.2,Azcapotzalco
CALIDAD DE VIDA,68.59,68.26,Azcapotzalco
Salud,64.06,63.05,Azcapotzalco
Esperanza de vida al nacer,74.07,71.6,Azcapotzalco
Tasa de mortalidad de menores de 5 años,54.05,54.51,Azcapotzalco
Educación,91.18,84.82,Azcapotzalco
Tasa de alfabetización,97.0,95.61,Azcapotzalco
Promedio de años de escolaridad,85.36,74.03,Azcapotzalco
Seguridad y protección,63.97,58.47,Azcapotzalco
Tasa de homicidios,63.97,58.47,Azcapotzalco
Espacio público,55.14,66.67,Azcapotzalco
Accesibilidad al espacio público abierto,80.94,81.43,Azcapotzalco
Áreas verdes per cápita,29.35,51.92,Azcapotzalco
EQUIDAD E INCLUSIÓN SOCIAL,77.44,73.19,Azcapotzalco
Equidad económica,57.67,53.43,Azcapotzalco
Coeﬁciente de Gini,53.72,58.01,Azcapotzalco
Tasa de pobreza,61.62,48.84,Azcapotzalco
Inclusión social,79.34,73.12,Azcapotzalco
Viviendas en barrios precarios,94.03,77.21,Azcapotzalco
Desempleo juvenil,64.66,69.02,Azcapotzalco
Inclusión de género,95.3,93.04,Azcapotzalco
Inscripción equitativa en educación a nivel secundario,95.3,93.04,Azcapotzalco
SOSTENIBILIDAD AMBIENTAL,28.91,39.37,Azcapotzalco
Calidad del aire,37.03,62.03,Azcapotzalco
Número de estaciones de monitoreo,25.0,100.0,Azcapotzalco
